time,pitch
11.4,-0.3196
11.45,-0.3196
11.5,-0.3196
11.55,-0.3196
11.6,-0.3196
11.65,-0.3196
11.7,-0.3196
11.75,-0.3196
11.8,-0.3196
11.85,-0.3196
11.9,-0.3196
11.95,-0.3196
12.0,-0.3196
12.05,-0.3196
12.1,-0.3196
12.15,-0.3196
12.2,-0.3196
12.25,-0.3196
12.3,-0.3196
12.35,-0.3196
12.4,-0.3196
12.45,-0.3196
12.5,-0.3196
12.55,-0.3196
12.6,-0.3196
12.65,-0.3196
12.7,-0.3196
12.75,-0.3196
12.8,-0.3196
12.85,-0.3196
12.9,-0.3196
12.95,-0.3196
13.0,-0.3196
13.05,-0.3196
13.1,-0.3196
13.15,-0.3196
13.2,-0.3196
13.25,-0.3196
13.3,-0.3196
13.35,-0.3196
13.4,-0.3196
13.45,-0.3196
13.5,-0.3196
13.55,-0.3196
13.6,-0.3196
13.65,-0.3196
13.7,-0.3196
13.75,-0.3196
13.8,-0.3196
13.85,-0.3196
13.9,-0.3196
13.95,-0.3196
14.0,-0.3196
14.05,-0.3196
14.1,-0.3196
14.15,-0.3196
14.2,-0.3196
14.25,-0.3196
14.3,-0.3196
14.35,-0.3196
14.4,-0.3196
14.45,-0.3196
14.5,-0.3196
14.55,-0.3196
14.6,-0.3196
14.65,-0.3196
14.7,-0.3196
14.75,-0.3196
14.8,-0.3196
14.85,-0.3196
14.9,-0.3196
14.95,-0.3196
15.0,-0.3196
15.05,-0.3196
15.1,-0.3196
15.15,-0.3196
15.2,-0.3196
15.25,-0.3196
15.3,-0.3196
15.35,-0.3196
15.4,-0.3196
15.45,-0.3196
15.5,-0.3196
15.55,-0.3196
15.6,-0.3196
15.65,-0.3196
15.7,-0.3196
15.75,-0.3196
15.8,-0.3196
15.85,-0.3196
15.9,-0.3196
15.95,-0.3196
16.0,-0.3196
16.05,-0.3196
16.1,-0.3196
16.15,-0.3196
16.2,-0.3196
16.25,-0.3196
16.3,-0.3196
16.35,-0.3196
16.4,-0.3196
16.45,-0.3196
16.5,-0.3196
16.55,-0.3196
16.6,-0.3196
16.65,-0.3196
16.7,-0.3196
16.75,-0.3196
16.8,-0.3196
16.85,-0.3196
16.9,-0.3196
16.95,-0.3196
17.0,-0.3196
17.05,-0.3196
17.1,-0.3196
17.15,-0.3196
17.2,-0.3196
17.25,-0.3196
17.3,-0.3196
17.35,-0.3196
17.4,-0.3196
17.45,-0.3196
17.5,-0.3196
17.55,-0.3196
17.6,-0.3196
17.65,-0.3196
17.7,-0.3196
17.75,-0.3196
17.8,-0.3196
17.85,-0.3196
17.9,-0.3196
17.95,-0.3196
18.0,-0.3196
18.05,-0.3196
18.1,-0.3196
18.15,-0.3196
18.2,-0.3196
18.25,-0.3196
18.3,-0.3196
18.35,-0.3196
18.4,-0.3196
18.45,-0.3196
18.5,-0.3196
18.55,-0.3196
18.6,-0.3196
18.65,-0.3196
18.7,-0.3196
18.75,-0.3196
18.8,-0.3196
18.85,-0.3196
18.9,-0.3196
18.95,-0.3196
19.0,-0.3196
19.05,-0.3196
19.1,-0.3196
19.15,-0.3196
19.2,-0.3196
19.25,-0.3196
19.3,-0.3196
19.35,-0.3196
19.4,-0.3196
19.45,-0.3196
19.5,-0.3196
19.55,-0.3196
19.6,-0.3196
19.65,-0.3196
19.7,-0.3196
19.75,-0.3196
19.8,-0.3196
19.85,-0.3196
19.9,-0.3196
19.95,-0.3196
20.0,-0.3196
20.05,-0.3196
20.1,-0.3196
20.15,-0.3196
20.2,-0.3196
20.25,-0.3196
20.3,-0.3196
20.35,-0.3196
20.4,-0.3196
20.45,-0.3196
20.5,-0.3196
20.55,-0.3196
20.6,-0.3196
20.65,-0.3196
20.7,-0.3196
20.75,-0.3196
20.8,-0.3196
20.85,-0.3196
20.9,-0.3196
20.95,-0.3196
21.0,-0.3196
21.05,-0.3196
21.1,-0.3196
21.15,-0.3196
21.2,-0.3196
21.25,-0.3196
21.3,-0.3196
21.35,-0.3196
21.4,-0.3196
21.45,-0.3196
21.5,-0.3196
21.55,-0.3196
21.6,-0.3196
21.65,-0.3196
21.7,-0.3196
21.75,-0.3196
21.8,-0.3196
21.85,-0.3196
21.9,-0.3196
21.95,-0.3196
22.0,-0.3196
22.05,-0.3196
22.1,-0.3196
22.15,-0.3196
22.2,-0.3196
22.25,-0.3196
22.3,-0.3196
22.35,-0.3196
22.4,-0.3196
22.45,-0.3196
22.5,-0.3196
22.55,-0.3196
22.6,-0.3196
22.65,-0.3196
22.7,-0.3196
22.75,-0.3196
22.8,-0.3196
22.85,-0.3196
22.9,-0.3196
22.95,-0.3196
23.0,-0.3196
23.05,-0.3196
23.1,-0.3196
23.15,-0.3196
23.2,-0.3196
23.25,-0.3196
23.3,-0.3196
23.35,-0.3196
23.4,-0.3196
23.45,-0.3196
23.5,-0.3196
23.55,-0.3196
23.6,-0.3196
23.65,-0.3196
23.7,-0.3196
23.75,-0.3196
23.8,-0.3196
23.85,-0.3196
23.9,-0.3196
23.95,-0.3196
24.0,-0.3196
24.05,-0.3196
24.1,-0.3196
24.15,-0.3196
24.2,-0.3196
24.25,-0.3196
24.3,-0.3196
24.35,-0.3196
24.4,-0.3196
24.45,-0.3196
24.5,-0.3196
24.55,-0.3196
24.6,-0.3196
24.65,-0.3196
24.7,-0.3196
24.75,-0.3196
24.8,-0.3196
24.85,-0.3196
24.9,-0.3196
24.95,-0.3196
25.0,-0.3196
25.05,-0.3196
25.1,-0.3196
25.15,-0.3196
25.2,-0.3196
25.25,-0.3196
25.3,-0.3196
25.35,-0.3196
25.4,-0.3196
25.45,-0.3196
25.5,-0.3196
25.55,-0.3196
25.6,-0.3196
25.65,-0.3196
25.7,-0.3196
25.75,-0.3196
25.8,-0.3196
25.85,-0.3196
25.9,-0.3196
25.95,-0.3196
26.0,-0.3196
26.05,-0.3196
26.1,-0.3196
26.15,-0.3196
26.2,-0.3196
26.25,-0.3196
26.3,-0.3196
26.35,-0.3196
26.4,-0.3196
26.45,-0.3196
26.5,-0.3196
26.55,-0.3196
26.6,-0.3196
26.65,-0.3196
26.7,-0.3196
26.75,-0.3196
26.8,-0.3196
26.85,-0.3196
26.9,-0.3196
26.95,-0.3196
27.0,-0.3196
27.05,-0.3196
27.1,-0.3196
27.15,-0.3196
27.2,-0.3196
27.25,-0.3196
27.3,-0.3196
27.35,-0.3196
27.4,-0.3196
27.45,-0.3196
27.5,-0.3196
27.55,-0.3196
27.6,-0.3196
27.65,-0.3196
27.7,-0.3196
27.75,-0.3196
27.8,-0.3196
27.85,-0.3196
27.9,-0.3196
27.95,-0.3196
28.0,-0.3196
28.05,-0.3196
28.1,-0.3196
28.15,-0.3196
28.2,-0.3196
28.25,-0.3196
28.3,-0.3196
28.35,-0.3196
28.4,-0.3196
28.45,-0.3196
28.5,-0.3196
28.55,-0.3196
28.6,-0.3196
28.65,-0.3196
28.7,-0.3196
28.75,-0.3196
28.8,-0.3196
28.85,-0.3196
28.9,-0.3196
28.95,-0.3196
29.0,-0.3196
29.05,-0.3196
29.1,-0.3196
29.15,-0.3196
29.2,-0.3196
29.25,-0.3196
29.3,-0.3196
29.35,-0.3196
29.4,-0.3196
29.45,-0.3196
29.5,-0.3196
29.55,-0.3196
29.6,-0.3196
29.65,-0.3196
29.7,-0.3196
29.75,-0.3196
29.8,-0.3196
29.85,-0.3196
29.9,-0.3196
29.95,-0.3196
30.0,-0.3196
30.05,-0.3196
30.1,-0.3196
30.15,-0.3196
30.2,-0.3196
30.25,-0.3196
30.3,-0.3196
30.35,-0.3196
30.4,-0.3196
30.45,-0.3196
30.5,-0.3196
30.55,-0.3196
30.6,-0.3196
30.65,-0.3196
30.7,-0.3196
30.75,-0.3196
30.8,-0.3196
30.85,-0.3196
30.9,-0.3196
30.95,-0.3196
31.0,-0.3196
31.05,-0.3196
31.1,-0.3196
31.15,-0.3196
31.2,-0.3196
31.25,-0.3196
31.3,-0.3196
31.35,-0.3196
31.4,-0.3196
31.45,-0.3196
31.5,-0.3196
31.55,-0.3196
31.6,-0.3196
31.65,-0.3196
31.7,-0.3196
31.75,-0.3196
31.8,-0.3196
31.85,-0.3196
31.9,-0.3196
31.95,-0.3196
32.0,-0.3196
32.05,-0.3196
32.1,-0.3196
32.15,-0.3196
32.2,-0.3196
32.25,-0.3196
32.3,-0.3196
32.35,-0.3196
32.4,-0.3196
32.45,-0.3196
32.5,-0.3196
32.55,-0.3196
32.6,-0.3196
32.65,-0.3196
32.7,-0.3196
32.75,-0.3196
32.8,-0.3196
32.85,-0.3196
32.9,-0.3196
32.95,-0.3196
33.0,-0.3196
33.05,-0.3196
33.1,-0.3196
33.15,-0.3196
33.2,-0.3196
33.25,-0.3196
33.3,-0.3196
33.35,-0.3196
33.4,-0.3196
33.45,-0.3196
33.5,-0.3196
33.55,-0.3196
33.6,-0.3196
33.65,-0.3196
33.7,-0.3196
33.75,-0.3196
33.8,-0.3196
33.85,-0.3196
33.9,-0.3196
33.95,-0.3196
34.0,-0.3196
34.05,-0.3196
34.1,-0.3196
34.15,-0.3196
34.2,-0.3196
34.25,-0.3196
34.3,-0.3007320519562481
34.35,-0.24498211323952054
34.4,-0.1472863767126398
34.45,-0.011158853770748078
34.5,0.15520282086293136
34.55,0.3421556632209909
34.6,0.5409649908935124
34.65,0.7450867431084516
34.7,0.9504445875860376
34.75,1.155058821983084
34.8,1.3581203127018875
34.85,1.559043874891479
34.9,1.7570683551991755
34.95,1.951065836746154
35.0,2.139279044475242
35.05,2.319217042746173
35.1,2.4879860718095745
35.15,2.642943027678676
35.2,2.782586124876638
35.25,2.9070514802710177
35.3,3.0177565652710534
35.35,3.116910679127874
35.4,3.20721937047381
35.45,3.291641401748019
35.5,3.3732231119274947
35.55,3.4547656969055427
35.6,3.538441672453189
35.65,3.6256716117138414
35.7,3.717130346254192
35.75,3.8128395938872326
35.8,3.9121591722563696
35.85,4.013745752435894
35.9,4.115656943401311
35.95,4.2155507179878775
36.0,4.311064618952511
36.05,4.400313805529672
36.1,4.482230737389301
36.15,4.556682120379416
36.2,4.6243190703109
36.25,4.6862399316796965
36.3,4.74384857834346
36.35,4.798846847128038
36.4,4.853231060663881
36.45,4.909250159587006
36.5,4.969286668404002
36.55,5.035511358639764
36.6,5.1093184692030365
36.65,5.190844661926836
36.7,5.27859955001023
36.75,5.369393233792927
36.8,5.45888472594728
36.85,5.5424390645276445
36.9,5.615924717987211
36.95,5.676427331540613
37.0,5.722568189958985
37.05,5.754351306445954
37.1,5.772956204054752
37.15,5.780589557609218
37.2,5.7804176353199335
37.25,5.776365369262248
37.3,5.772575305898211
37.35,5.772819601517754
37.4,5.779980962036881
37.45,5.795610242230497
37.5,5.819822426492787
37.55,5.851485349086574
37.6,5.8884311851485345
37.65,5.9276918593152965
37.7,5.9658030641816175
37.75,5.999177177436939
37.8,6.0245218671274445
37.85,6.039181448000181
37.9,6.04147558067334
37.95,6.031106607226852
38.0,6.00941768848888
38.05,5.9793282371829575
38.1,5.944906859428045
38.15,5.91064116486046
38.2,5.880580675920716
38.25,5.857923234135158
38.3,5.844905320808721
38.35,5.8426355452208885
38.4,5.850997521995793
38.45,5.868575527224784
38.5,5.892727330289485
38.55,5.919843443857185
38.6,5.945775084964364
38.65,5.966451937105473
38.7,5.97838535386132
38.75,5.97879873126543
38.8,5.965943422234867
38.85,5.93958100886289
38.9,5.9011502508039815
38.95,5.853794531795328
39.0,5.8019535831296745
39.05,5.750516464264971
39.1,5.704068832837966
39.15,5.66633860881976
39.2,5.639694701472336
39.25,5.624705585861426
39.3,5.619986066364763
39.35,5.6224914133238695
39.4,5.628209179009338
39.45,5.632910111102654
39.5,5.632735727448545
39.55,5.62465694917261
39.6,5.606755114265271
39.65,5.5783925720357885
39.7,5.540270604083869
39.75,5.49426261047164
39.8,5.443148109409108
39.85,5.390313941431938
39.9,5.339388900541091
39.95,5.293868973873003
40.0,5.256733899532234
40.05,5.230058185552856
40.1,5.214701030120256
40.15,5.210149424896736
40.2,5.214615300758592
40.25,5.225341779008278
40.3,5.23911643977915
40.35,5.252738181491257
40.4,5.263285115911827
40.45,5.26837454363413
40.5,5.266510518071243
40.55,5.257345317247627
40.6,5.241673283283086
40.65,5.221228262663413
40.7,5.1984003169825055
40.75,5.175966102575076
40.8,5.156787537189398
40.85,5.143479543826222
40.9,5.138010660200469
40.95,5.14131457367851
41.0,5.153111932111391
41.05,5.171995794467568
41.1,5.195689127329003
41.15,5.221467497937808
41.2,5.246549541972773
41.25,5.268332557996574
41.3,5.284698178714166
41.35,5.294203798576757
41.4,5.296144995453372
41.45,5.2906501188171
41.5,5.278569573306266
41.55,5.261253341335757
41.6,5.240520101393148
41.65,5.2186637075949
41.7,5.198273856548922
41.75,5.181888476934671
41.8,5.171606516990796
41.85,5.168701851469279
41.9,5.173369152815639
41.95,5.184736433993091
42.0,5.200981610379125
42.05,5.219528964797473
42.1,5.237426921450433
42.15,5.251875038628252
42.2,5.2607514669521445
42.25,5.2629381255229495
42.3,5.258397348928032
42.35,5.248114386973332
42.4,5.233947147847735
42.45,5.2183960137659655
42.5,5.204338063886638
42.55,5.194744918144892
42.6,5.192295067150739
42.65,5.198862384048352
42.7,5.215223340073465
42.75,5.241053852935178
42.8,5.274825307947693
42.85,5.313829251481105
42.9,5.354363720403626
42.95,5.3921331269371535
43.0,5.423010644353678
43.05,5.4437812350830805
43.1,5.452640632740642
43.15,5.449371804411688
43.2,5.4353383795644055
43.25,5.413261831640524
43.3,5.386754167409053
43.35,5.359838286391341
43.4,5.336242294963698
43.45,5.318704538610969
43.5,5.308718564671784
43.55,5.3064811011711654
43.6,5.31099294957669
43.65,5.320271327779882
43.7,5.33166616085544
43.75,5.342237197844573
43.8,5.349113656202198
43.85,5.349895154928276
43.9,5.342985293444547
43.95,5.32770977396212
44.0,5.304279902738072
44.05,5.273717889710623
44.1,5.237799822982243
44.15,5.198924493913609
44.2,5.159891637101785
44.25,5.123680987331619
44.3,5.093117915961765
44.35,5.070466189734933
44.4,5.057067944474085
44.45,5.053043055186729
44.5,5.057234662756591
44.55,5.067417451725787
44.6,5.080616916062361
44.65,5.09353351057268
44.7,5.1031148091660965
44.75,5.1071422696417565
44.8,5.104499966216415
44.85,5.095095076883013
44.9,5.0796665764969005
44.95,5.05937156090341
45.0,5.035375379004845
45.05,5.008867266253293
45.1,4.981193685373777
45.15,4.953875280293267
45.2,4.928629981820162
45.25,4.907287098234988
45.3,4.8915105027690595
45.35,4.882487966940659
45.4,4.880712346334105
45.45,4.885788428183965
45.5,4.896271562277352
45.55,4.909592559548423
45.6,4.922326447524322
45.65,4.930752406850833
45.7,4.931499387770508
45.75,4.922166191418101
45.8,4.901763653125025
45.85,4.871002274032418
45.9,4.832267557850631
45.95,4.789252321854547
46.0,4.746332039281499
46.05,4.7076122272023095
46.1,4.676115083759587
46.15,4.653487946590577
46.2,4.640041932100831
46.25,4.634981265972476
46.3,4.6366827339870955
46.35,4.643067324946781
46.4,4.651928063052177
46.45,4.661067060496247
46.5,4.66842889957077
46.55,4.67220505802672
46.6,4.670993058693324
46.65,4.664168426571021
46.7,4.652169462624668
46.75,4.6365493079941755
46.8,4.619749341316613
46.85,4.604678685283902
46.9,4.594238276549784
46.95,4.590786512503561
47.0,4.595670550727472
47.05,4.609003787031945
47.1,4.629722208404518
47.15,4.655809736414048
47.2,4.6846245763245316
47.25,4.7132597287377225
47.3,4.738922534351864
47.35,4.759325233805599
47.4,4.7730349975502
47.45,4.779601471351031
47.5,4.779503283766313
47.55,4.77390459143057
47.6,4.76430392208997
47.65,4.752336612828375
47.7,4.739689494785087
47.75,4.728033103015852
47.8,4.718941512733312
47.85,4.713771835099785
47.9,4.713453643837595
47.95,4.718343698765052
48.0,4.7282467683126495
48.05,4.742456708590197
48.1,4.75988598818899
48.15,4.779126584671062
48.2,4.798403161846205
48.25,4.81575501463429
48.3,4.82932103475955
48.35,4.837551414158975
48.4,4.839483796878857
48.45,4.835053923800263
48.5,4.8251520500563565
48.55,4.811411257638852
48.6,4.796000874061233
48.65,4.7814528488167065
48.7,4.7704540376296904
48.75,4.765495548760298
48.8,4.768297242707504
48.85,4.779390805188445
48.9,4.798043192620777
48.95,4.822409283200026
49.0,4.8498381208707135
49.05,4.8772448325011535
49.1,4.901582266196299
49.15,4.9204842177358
49.2,4.932728700457387
49.25,4.93821967845823
49.3,4.93780591895844
49.35,4.933025839895296
49.4,4.925764023099739
49.45,4.91800240324943
49.5,4.91166001158451
49.55,4.9085620534231715
49.6,4.910359944000944
49.65,4.9182314911941925
49.7,4.932491082053956
49.75,4.9524758308427135
49.8,4.976793185775764
49.85,5.0036244288012535
49.9,5.0310174246827675
49.95,5.056980079046894
50.0,5.07939414726397
50.05,5.096087839891914
50.1,5.105157674725646
50.15,5.105301941625244
50.2,5.095944165940922
50.25,5.077356096894675
50.3,5.050764934832135
50.35,5.018301964146883
50.4,4.98276412839528
50.45,4.9472439220970506
50.5,4.914739596671815
50.55,4.887892561018336
50.6,4.868679418510493
50.65,4.858028581580219
50.7,4.85566433543806
50.75,4.8603546656391705
50.8,4.870178570554351
50.85,4.882644616359915
50.9,4.894937442601936
50.95,4.9044316343053245
51.0,4.90924343561768
51.05,4.9085107285609935
51.1,4.902289241834252
51.15,4.891158920948541
51.2,4.875920739437521
51.25,4.857776975943282
51.3,4.838603759809926
51.35,4.820729371813264
51.4,4.806518033910986
51.45,4.797822500279679
51.5,4.795560419098688
51.55,4.799597826727034
51.6,4.808805962333066
51.65,4.821295690470042
51.7,4.834607347603582
51.75,4.845956791678749
51.8,4.852633990024732
51.85,4.852350222234535
51.9,4.8434728363438095
51.95,4.8251586640524815
52.0,4.797402988989261
52.05,4.761022886225467
52.1,4.717657794019933
52.15,4.669650214423118
52.2,4.619755162615361
52.25,4.57086447577964
52.3,4.5257190053570096
52.35,4.486609699915847
52.4,4.455095115997323
52.45,4.431764435885744
52.5,4.41609883326067
52.55,4.406574217032749
52.6,4.401044935947192
52.65,4.397158699940111
52.7,4.392608097328435
52.75,4.385270778015269
52.8,4.373411471085096
52.85,4.355991857093697
52.9,4.332837457308821
52.95,4.304640341598137
53.0,4.272998847633336
53.05,4.240519461440148
53.1,4.2105647419366194
53.15,4.186635552954706
53.2,4.171800746173777
53.25,4.168215014539978
53.3,4.176768214709887
53.35,4.19689787082534
53.4,4.226621987124718
53.45,4.262804038790332
53.5,4.301655901454268
53.55,4.339367683417534
53.6,4.3726463759017635
53.65,4.399009191513284
53.7,4.416793887319763
53.75,4.425156725245762
53.8,4.424179721510415
53.85,4.414802297504551
53.9,4.398768116595409
53.95,4.37861051627174
54.0,4.3573861398852625
54.05,4.338356122815688
54.1,4.32476872329568
54.15,4.319380729243319
54.2,4.32369561080436
54.25,4.337390700583091
54.3,4.358361676652658
54.35,4.383244236096485
54.4,4.408135493136003
54.45,4.429366206355059
54.5,4.443960877615099
54.55,4.449884058840402
54.6,4.446188659572692
54.65,4.4330257808934626
54.7,4.4116425888999
54.75,4.38437334141155
54.8,4.3544302848679886
54.85,4.325542344041801
54.9,4.301556069896376
54.95,4.285939805546413
55.0,4.281287111083667
55.05,4.288935545360596
55.1,4.308671781761617
55.15,4.338579660667184
55.2,4.375217975756714
55.25,4.414200558605295
55.3,4.451073457857089
55.35,4.482089901550273
55.4,4.504676673896273
55.45,4.517875845134302
55.5,4.522489542991347
55.55,4.520820540055334
55.6,4.516266953363443
55.65,4.512582864726019
55.7,4.513258087623272
55.75,4.521328602687877
55.8,4.53916731722917
55.85,4.568181835854679
55.9,4.608534865562375
55.95,4.658866367650993
56.0,4.716314172024827
56.05,4.777008647729772
56.1,4.836728056011247
56.15,4.891372145994143
56.2,4.937317315381477
56.25,4.971783733843961
56.3,4.993144574945522
56.35,5.0011832839191
56.4,4.9971768890117305
56.45,4.983664843086432
56.5,4.964024636027336
56.55,4.941981874887334
56.6,4.921022403205429
56.65,4.903812637448551
56.7,4.891812536253508
56.75,4.885115674557713
56.8,4.8825687295134905
56.85,4.882148575237611
56.9,4.881314321091889
56.95,4.8773112008200625
57.0,4.867512378870004
57.05,4.849636825607298
57.1,4.821946749915005
57.15,4.783622926198328
57.2,4.735271985357743
57.25,4.679225042724493
57.3,4.619223985672744
57.35,4.559637968596277
57.4,4.504855083088629
57.45,4.4590302504786345
57.5,4.425819016174932
57.55,4.408143011007009
57.6,4.40760793528415
57.65,4.423796806444736
57.7,4.454133482488115
57.75,4.494220035777261
57.8,4.53861977971863
57.85,4.581816718409342
57.9,4.618992493028424
57.95,4.646503453719663
58.0,4.66214365399889
58.05,4.665321592150217
58.1,4.6571715577036095
58.15,4.6404134002149755
58.2,4.61895703369972
58.25,4.597368357571143
58.3,4.58022167458141
58.35,4.571333729150518
58.4,4.5729589922605856
58.45,4.585311145695763
58.5,4.606526408693576
58.55,4.632819904949739
58.6,4.658992928091223
58.65,4.679496999038533
58.7,4.689567418550071
58.75,4.6859651480236515
58.8,4.6674216738500105
58.85,4.63458493355203
58.9,4.589437928004262
58.95,4.534786927338359
59.0,4.473864935105789
59.05,4.409963243343735
59.1,4.34620498648561
59.15,4.285391512139402
59.2,4.229830318478817
59.25,4.181141143954236
59.3,4.140211394159393
59.35,4.107338997177677
59.4,4.082242530492112
59.45,4.063913425887363
59.5,4.050653219409859
59.55,4.040268265220169
59.6,4.030383866254299
59.65,4.018891539142381
59.7,4.004340121328166
59.75,3.986225199002257
59.8,3.965054670792767
59.85,3.9420831290509244
59.9,3.919111355711774
59.95,3.898457870885377
60.0,3.882846736465691
60.05,3.875111908171366
60.1,3.8775856613683892
60.15,3.8913571430495852
60.2,3.915998122829219
60.25,3.9498205113428475
60.3,3.9902972042542744
60.35,4.034357058689835
60.4,4.078687522035049
60.45,4.120157260302132
60.5,4.156248033341283
60.55,4.1854626323143345
60.6,4.207463809768205
60.65,4.222876963480337
60.7,4.233013378182904
60.75,4.239564682134675
60.8,4.244215428892643
60.85,4.248339927387459
60.9,4.25301168307774
60.95,4.259114385666688
61.0,4.267304541807895
61.05,4.277904383827154
61.1,4.290722802786131
61.15,4.304976568915007
61.2,4.3194027915852855
61.25,4.3324706729589435
61.3,4.342654104539583
61.35,4.348697882542776
61.4,4.349767581393549
61.45,4.345479576883164
61.5,4.335881534823417
61.55,4.321364569685042
61.6,4.302650686911229
61.65,4.280799160776186
61.7,4.25723380034724
61.75,4.233900862235056
61.8,4.213175488500689
61.85,4.19754127764092
61.9,4.189216139939242
61.95,4.189686691757767
62.0,4.199417437218
62.05,4.217718496292847
62.1,4.242730959479579
62.15,4.271774314886349
62.2,4.301887086398674
62.25,4.330331131390651
62.3,4.3550452687583805
62.35,4.374928170139158
62.4,4.3899324461278235
62.45,4.40096547756829
62.5,4.409682102605229
62.55,4.418231475684729
62.6,4.428992127656785
62.65,4.444320525479081
62.7,4.466163643426406
62.75,4.495570947190345
62.8,4.532256210720405
62.85,4.574459556743021
62.9,4.619171837692523
62.95,4.662525841028452
63.0,4.700364174312998
63.05,4.728983165228112
63.1,4.745794638109098
63.15,4.749619235692133
63.2,4.740657925521241
63.25,4.7203251419541115
63.3,4.691109694274114
63.35,4.65620563381203
63.4,4.618869867974777
63.45,4.581955110757141
63.5,4.547503818239018
